,Source,Target,Weight,source_ct,target_ct
34536,RIBR,AUAR,2.0,interneuron,interneuron
34538,RIBR,AIZR,2.0,interneuron,interneuron
34539,RIBR,RIS,1.0,interneuron,interneuron
34565,RIBR,RIGR,5.0,interneuron,interneuron
34568,RIBR,AIBL,3.0,interneuron,interneuron
34588,RIBR,RIAR,8.0,interneuron,interneuron
34591,RIBR,AVEL,6.0,interneuron,interneuron
34592,RIBR,AVER,4.0,interneuron,interneuron
34596,RIBR,AVBL,2.0,interneuron,interneuron
34599,RIBR,AVAR,6.0,interneuron,interneuron
34610,RIBR,RMED,1.0,interneuron,motorneuron
34617,RIBR,RMDVR,1.0,interneuron,motorneuron
